Department Name,Classification Name,Address Zip Code,svc_bin,pay_bin,start_year_bin,start_season
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",92337,15-20,30-35,1990-2000,Summer
INFORMATION SERVICES,"SUPERVISOR, APPLICAT",92505,20-25,60-65,1990-2000,Spring
CANCER REGISTRY,"SUPERVISOR, CANCER R",92620,0-5,40-45,2010-2020,Spring
FINANCE ADMINISTRATI,"SUPERVISOR, CAPITATI",92571,5-10,30-35,2010-2020,Spring
UTILIZATION MANAGEME,"SUPERVISOR, CASE MAN",91710,15-20,25-30,2000-2010,Summer
CATH LAB,"SUPERVISOR, CATH LAB",91763,20-25,40-45,1990-2000,Fall
CLINICAL PASTORAL ED,"SUPERVISOR, CHAPLAIN",91711,10-15,50-55,2000-2010,Fall
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",92882,20-25,80-85,1990-2000,Winter
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",92377,5-10,85-90,2010-2020,Fall
DOU3 - PCCU,"SUPERVISOR, CLINICAL",92325,30-35,80-85,1980-1990,Spring
MEDSURG 5 - (5 CENTR,"SUPERVISOR, CLINICAL",91750,15-20,75-80,2000-2010,Summer
CHILDREN'S OUTPATIEN,"SUPERVISOR, CLINICAL",91784,30-35,75-80,1980-1990,Summer
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",92324,5-10,75-80,2000-2010,Fall
LDRP O.R.,"SUPERVISOR, CLINICAL",91764,30-35,75-80,1980-1990,Spring
ICU,"SUPERVISOR, CLINICAL",91767,15-20,80-85,2000-2010,Spring
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",92544,35-40,90-95,1980-1990,Summer
LDRP O.R.,"SUPERVISOR, CLINICAL",91765,30-35,75-80,1980-1990,Summer
NICU,"SUPERVISOR, CLINICAL",91737,35-40,75-80,1980-1990,Summer
LDRP,"SUPERVISOR, CLINICAL",91701,20-25,85-90,1990-2000,Spring
DOU3 - PCCU,"SUPERVISOR, CLINICAL",92880,10-15,75-80,2000-2010,Summer
LDRP,"SUPERVISOR, CLINICAL",91710,35-40,75-80,1980-1990,Winter
NICU,"SUPERVISOR, CLINICAL",91766,25-30,85-90,1990-2000,Summer
DOU3 - PCCU,"SUPERVISOR, CLINICAL",91701,30-35,85-90,1980-1990,Spring
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",91740,15-20,75-80,2000-2010,Summer
SWEET SUCCESS,"SUPERVISOR, CLINICAL",91710,25-30,65-70,1990-2000,Summer
NICU,"SUPERVISOR, CLINICAL",92883,0-5,60-65,2010-2020,Spring
NICU,"SUPERVISOR, CLINICAL",91786,25-30,75-80,1990-2000,Winter
SATELLITE CENTRAL BI,"SUPERVISOR, CODING C",91709,0-5,45-50,2010-2020,Summer
CONTRACT BILLING,"SUPERVISOR, CONTRACT",92870,20-25,40-45,1990-2000,Spring
CONTRACT BILLING,"SUPERVISOR, CONTRACT",92821,10-15,35-40,2000-2010,Fall
MEDI-CAL BILLING,"SUPERVISOR, CONTRACT",91706,20-25,40-45,1990-2000,Spring
CREDIT & COLLECTIONS,"SUPERVISOR, CREDIT &",92585,15-20,40-45,2000-2010,Winter
UTILIZATION MANAGEME,"SUPERVISOR, DENIALS",91764,0-5,80-85,2010-2020,Fall
RADIOLOGY-DIAG,"SUPERVISOR, DIAGNOST",92880,10-15,50-55,2000-2010,Fall
RADIOLOGY-DIAG,"SUPERVISOR, DIAGNOST",91709,5-10,45-50,2010-2020,Summer
EVS,"SUPERVISOR, EVS",91766,0-5,30-35,2010-2020,Winter
PLANT OPERATIONS,"SUPERVISOR, FACILITI",92413,5-10,40-45,2010-2020,Fall
PLANT OPERATIONS,"SUPERVISOR, FACILITI",91763,5-10,40-45,2010-2020,Winter
MEDICARE BILLING,"SUPERVISOR, GOVERNME",91744,5-10,35-40,2010-2020,Summer
HUMAN RESOURCES,"SUPERVISOR, HUMAN RE",91764,15-20,55-60,2000-2010,Winter
LABORATORY,"SUPERVISOR, LABORATO",91709,0-5,65-70,2010-2020,Spring
LABORATORY,"SUPERVISOR, LABORATO",91737,35-40,65-70,1980-1990,Summer
BLOOD BANK,"SUPERVISOR, LABORATO",92336,40-45,65-70,1970-1980,Winter
LABORATORY,"SUPERVISOR, LABORATO",91789,0-5,55-60,2010-2020,Fall
LABORATORY,"SUPERVISOR, LABORATO",91765,10-15,65-70,2000-2010,Fall
LABORATORY,"SUPERVISOR, LABORATO",91765,20-25,80-85,1990-2000,Summer
FAMILY ED & RESOURCE,"SUPERVISOR, LACTATIO",91701,25-30,75-80,1990-2000,Winter
LABORATORY,"SUPERVISOR, OUTPATIE",92336,20-25,50-55,1990-2000,Summer
TRAUMA SERVICES,"SUPERVISOR, PERFORMA",91709,0-5,50-55,2010-2020,Spring
PHYSICIAN BILLING,"SUPERVISOR, PHYSICIA",92413,25-30,40-45,1990-2000,Winter
PATIENT ACCESS SERVI,"SUPERVISOR, PRE SERV",92880,10-15,35-40,2000-2010,Winter
SECURITY,"SUPERVISOR, SECURITY",91786,30-35,35-40,1980-1990,Spring
SECURITY,"SUPERVISOR, SECURITY",91710,5-10,30-35,2010-2020,Spring
SECURITY,"SUPERVISOR, SECURITY",91786,25-30,35-40,1990-2000,Spring
MATERIALS MGNT ADMIN,"SUPERVISOR, STORES &",91709,25-30,35-40,1990-2000,Summer
PHARMACY,"SUPERVISOR, SUPPORT",91763,0-5,25-30,2010-2020,Winter
WAREHOUSE & RECEIVIN,"SUPERVISOR, WAREHOUS",91016,nan,35-40,2010-2020,Winter
CARDIAC SURGERY,SURG TECH,91792,15-20,30-35,2000-2010,Winter
SURGERY OP PAVILION,SURG TECH,91792,0-5,20-25,2010-2020,Spring
SURGERY,SURG TECH,92584,nan,20-25,2020-2021,Winter
LDRP,SURG TECH,92376,5-10,25-30,2010-2020,Spring
SURGERY,SURG TECH,91711,0-5,30-35,2010-2020,Spring
LDRP,SURG TECH,91767,40-45,25-30,1970-1980,Spring
LDRP,SURG TECH,91706,5-10,25-30,2010-2020,Summer
SURGERY,SURG TECH II,91711,10-15,35-40,2000-2010,Summer
SURGERY,SURG TECH II,91737,5-10,30-35,2010-2020,Winter
SURGERY,SURG TECH II,91748,nan,25-30,2010-2020,Fall
SURGERY OP PAVILION,SURG TECH II,91766,5-10,30-35,2010-2020,Winter
SURGERY,SURG TECH II,92324,5-10,35-40,2010-2020,Spring
SURGERY,SURG TECH II,92571,10-15,35-40,2000-2010,Winter
SURGERY,SURG TECH II,91767,5-10,35-40,2010-2020,Summer
SURGERY,SURG TECH II,92373,0-5,30-35,2010-2020,Fall
SURGERY,SURG TECH II,92223,0-5,30-35,2010-2020,Winter
SURGERY OP PAVILION,SURG TECH II,91762,0-5,25-30,2010-2020,Summer
SURGERY OP PAVILION,SURG TECH II,92320,0-5,35-40,2010-2020,Spring
SURGERY,SURG TECH II,91792,0-5,25-30,2010-2020,Winter
SURGERY,SURG TECH II,92551,35-40,35-40,1980-1990,Summer
SURGERY,SURG TECH II,91790,nan,30-35,2010-2020,Summer
SURGERY,SURG TECH II,91722,5-10,35-40,2010-2020,Summer
SURGERY,SURG TECH II,91730,0-5,25-30,2010-2020,Winter
SURGERY,SURG TECH II,90660,0-5,30-35,2010-2020,Winter
SURGERY OP PAVILION,SURG TECH II,92313,0-5,25-30,2010-2020,Fall
SURGERY,SURG TECH II,91750,nan,25-30,2010-2020,Fall
SURGERY,SURG TECH II,91711,0-5,35-40,2010-2020,Fall
SURGERY,SURG TECH II,90631,nan,35-40,2010-2020,Fall
INFORMATION SERVICES,SYSTEMS ANALYST II,91730,10-15,45-50,2000-2010,Winter
INFORMATION SERVICES,SYSTEMS ANALYST II,92701,0-5,50-55,2010-2020,Spring
INFORMATION SERVICES,SYSTEMS ANALYST II,91786,5-10,40-45,2010-2020,Fall
INFORMATION SERVICES,SYSTEMS ANALYST II,92371,5-10,40-45,2010-2020,Summer
INFORMATION SERVICES,SYSTEMS ANALYST II,92394,5-10,45-50,2010-2020,Winter
INFORMATION SERVICES,SYSTEMS ANALYST II,92860,0-5,40-45,2010-2020,Summer
INFORMATION SERVICES,SYSTEMS ANALYST II,92336,5-10,40-45,2010-2020,Winter
INFORMATION SERVICES,SYSTEMS ANALYST III,91786,10-15,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ANALYST III,92880,10-15,50-55,2000-2010,Spring
INFORMATION SERVICES,SYSTEMS ANALYST III,91711,5-10,50-55,2010-2020,Fall
INFORMATION SERVICES,SYSTEMS ANALYST III,91706,5-10,50-55,2010-2020,Spring
INFORMATION SERVICES,SYSTEMS ANALYST III,92883,5-10,50-55,2000-2010,Winter
INFORMATION SERVICES,SYSTEMS ANALYST III,91786,5-10,55-60,2010-2020,Summer
INFORMATION SERVICES,SYSTEMS ANALYST III,91710,15-20,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ANALYST III,91763,0-5,50-55,2010-2020,Spring
INFORMATION SERVICES,SYSTEMS ANALYST III,91761,10-15,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ANALYST III,91791,10-15,60-65,2000-2010,Summer
INFORMATION SERVICES,SYSTEMS ANALYST III,91773,10-15,50-55,2000-2010,Spring
INFORMATION SERVICES,SYSTEMS ENGINEER III,91709,10-15,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ENGINEER III,92879,5-10,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ENGINEER III,91709,10-15,55-60,2000-2010,Spring
INFORMATION SERVICES,SYSTEMS ENGINEER III,91784,0-5,50-55,2010-2020,Fall
INFORMATION SERVICES,SYSTEMS ENGINEER III,91764,15-20,50-55,2000-2010,Fall
INFORMATION SERVICES,SYSTEMS ENGINEER III,91214,0-5,50-55,2010-2020,Summer
PLANT MAINTENANCE BI,"TECHNICIAN I, BIO ME",91709,nan,20-25,2020-2021,Winter
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",91750,35-40,40-45,1970-1980,Fall
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",92509,10-15,40-45,2000-2010,Summer
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",91766,0-5,40-45,2010-2020,Summer
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",92336,15-20,40-45,2000-2010,Spring
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",91745,5-10,40-45,2010-2020,Fall
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",91790,5-10,40-45,2010-2020,Fall
ANESTHESIA,"TECHNICIAN, ANESTHES",91767,25-30,30-35,1990-2000,Spring
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",91773,10-15,30-35,2000-2010,Winter
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",92223,10-15,30-35,2000-2010,Spring
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",91768,10-15,25-30,2000-2010,Summer
STERILE PROCESSING,"TECHNICIAN, LEAD STE",90301,5-10,25-30,2010-2020,Winter
STERILE PROCESSING,"TECHNICIAN, LEAD STE",91722,10-15,25-30,2000-2010,Fall
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",91786,30-35,25-30,1980-1990,Summer
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",92334,15-20,25-30,2000-2010,Winter
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",92570,15-20,25-30,2000-2010,Summer
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",92567,15-20,25-30,2000-2010,Summer
PHARMACY,"TECHNICIAN, PHARMACY",92882,0-5,25-30,2010-2020,Winter
PHARMACY,"TECHNICIAN, PHARMACY",91711,0-5,25-30,2010-2020,Spring
MASTER PLANNING,"TECHNICIAN, PROJECT",92324,35-40,45-50,1980-1990,Summer
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91709,0-5,25-30,2010-2020,Spring
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91786,0-5,20-25,2010-2020,Winter
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",92377,0-5,25-30,2010-2020,Fall
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",92395,0-5,25-30,2010-2020,Spring
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",92407,0-5,25-30,2010-2020,Winter
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91709,0-5,20-25,2010-2020,Summer
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91766,0-5,25-30,2010-2020,Summer
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91766,0-5,25-30,2010-2020,Spring
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",91709,0-5,25-30,2010-2020,Spring
INFORMATION SERVICES,"TECHNICIAN, SERVICE",91746,0-5,25-30,2010-2020,Summer
INFORMATION SERVICES,"TECHNICIAN, SERVICE",91764,0-5,25-30,2010-2020,Spring
INFORMATION SERVICES,"TECHNICIAN, SERVICE",90731,0-5,30-35,2010-2020,Fall
INFORMATION SERVICES,"TECHNICIAN, SERVICE",91792,15-20,30-35,2000-2010,Spring
INFORMATION SERVICES,"TECHNICIAN, SERVICE",92555,0-5,25-30,2010-2020,Summer
INFORMATION SERVICES,"TECHNICIAN, SERVICE",91709,40-45,30-35,1970-1980,Summer
INFORMATION SERVICES,"TECHNICIAN, SERVICE",91767,0-5,25-30,2010-2020,Fall
STORES & DISTRIBUTIO,"TECHNICIAN, SURGERY",91766,0-5,20-25,2010-2020,Summer
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91764,0-5,50-55,2010-2020,Winter
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91730,nan,40-45,2010-2020,Summer
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91784,0-5,40-45,2010-2020,Winter
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",92336,10-15,50-55,2000-2010,Fall
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91739,5-10,50-55,2010-2020,Fall
RAD CT SCAN CHINO HI,"TECHNOLOGIST, CT",91701,5-10,50-55,2010-2020,Fall
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",92336,0-5,50-55,2010-2020,Winter
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91737,0-5,50-55,2010-2020,Winter
CLAREMONT HC RAD CT,"TECHNOLOGIST, CT",91786,15-20,50-55,2000-2010,Summer
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",92672,40-45,50-55,1970-1980,Spring
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91789,0-5,35-40,2010-2020,Winter
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",92337,0-5,40-45,2010-2020,Winter
LAVERNE HC RAD CT SC,"TECHNOLOGIST, CT",91730,5-10,50-55,2010-2020,Fall
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",91790,10-15,50-55,2000-2010,Fall
SLEEP CENTER,"TECHNOLOGIST, LEAD P",91767,0-5,40-45,2010-2020,Winter
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",92354,0-5,50-55,2010-2020,Fall
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",91752,20-25,50-55,1990-2000,Winter
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",92377,5-10,50-55,2010-2020,Fall
CEN AVE MRI,"TECHNOLOGIST, M.R.I.",90631,0-5,50-55,2010-2020,Fall
LAVERNE HC RAD MRI,"TECHNOLOGIST, M.R.I.",91786,35-40,55-60,1980-1990,Winter
CEN AVE MRI,"TECHNOLOGIST, M.R.I.",91750,5-10,50-55,2010-2020,Spring
LAVERNE HC RAD MRI,"TECHNOLOGIST, M.R.I.",91773,5-10,50-55,2010-2020,Fall
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",92407,35-40,55-60,1980-1990,Fall
RAD MAMM CHINO HILLS,"TECHNOLOGIST, MAMMOG",91710,35-40,50-55,1980-1990,Winter
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",92336,15-20,50-55,2000-2010,Fall
LAVERNE HC RAD MAMMO,"TECHNOLOGIST, MAMMOG",91750,0-5,50-55,2010-2020,Winter
CLAREMONT HC RAD MAM,"TECHNOLOGIST, MAMMOG",91784,10-15,50-55,2000-2010,Fall
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",92532,5-10,50-55,2010-2020,Fall
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",91710,30-35,50-55,1980-1990,Fall
SLEEP CENTER,"TECHNOLOGIST, POLYSO",91767,15-20,25-30,2000-2010,Winter
SURGERY OP PAVILION,"TECHNOLOGIST, RADIOL",91722,0-5,50-55,2010-2020,Spring
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92336,nan,35-40,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91750,15-20,40-45,2000-2010,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91730,0-5,35-40,2010-2020,Spring
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92337,0-5,35-40,2010-2020,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92704,0-5,40-45,2010-2020,Winter
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91730,0-5,40-45,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92886,10-15,40-45,2000-2010,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91706,0-5,40-45,2010-2020,Summer
LAVERNE HC RAD DIAGN,"TECHNOLOGIST, RADIOL",91786,40-45,45-50,1970-1980,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91737,0-5,35-40,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",90019,5-10,40-45,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91761,0-5,40-45,2010-2020,Summer
CLAREMONT HC RAD DIA,"TECHNOLOGIST, RADIOL",92407,15-20,40-45,2000-2010,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91773,0-5,35-40,2010-2020,Spring
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92377,15-20,40-45,2000-2010,Spring
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92865,0-5,35-40,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91761,0-5,40-45,2010-2020,Winter
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91730,0-5,40-45,2010-2020,Winter
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91737,35-40,45-50,1980-1990,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92377,0-5,35-40,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92336,0-5,35-40,2010-2020,Winter
RADIOLOGY DIAG CH CR,"TECHNOLOGIST, RADIOL",92860,15-20,40-45,1990-2000,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91730,40-45,45-50,1970-1980,Winter
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91737,15-20,40-45,2000-2010,Spring
RADIOLOGY DIAG CH GR,"TECHNOLOGIST, RADIOL",91730,15-20,40-45,2000-2010,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91702,10-15,40-45,2000-2010,Summer
CLAREMONT HC RAD DIA,"TECHNOLOGIST, RADIOL",91730,20-25,40-45,1990-2000,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92807,0-5,40-45,2010-2020,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91764,15-20,40-45,2000-2010,Summer
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",92376,nan,35-40,2010-2020,Fall
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91709,0-5,40-45,2010-2020,Winter
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",91767,10-15,40-45,2000-2010,Fall
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",91763,20-25,50-55,1990-2000,Summer
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",91701,35-40,55-60,1980-1990,Fall
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",92336,0-5,45-50,2010-2020,Spring
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",91701,0-5,40-45,2010-2020,Fall
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",91709,0-5,35-40,2010-2020,Fall
SLEEP CENTER,"TECHNOLOGIST, SR POL",92555,30-35,45-50,1980-1990,Winter
SLEEP CENTER,"TECHNOLOGIST, SR POL",92691,0-5,30-35,2010-2020,Fall
SLEEP CENTER,"TECHNOLOGIST, SR POL",92337,0-5,40-45,2010-2020,Winter
SLEEP CENTER,"TECHNOLOGIST, SR POL",91016,0-5,40-45,2010-2020,Summer
SLEEP CENTER,"TECHNOLOGIST, SR POL",91722,10-15,40-45,2000-2010,Fall
SLEEP CENTER,"TECHNOLOGIST, SR POL",92508,30-35,45-50,1980-1990,Spring
SLEEP CENTER,"TECHNOLOGIST, SR POL",91737,25-30,45-50,1980-1990,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91709,5-10,50-55,2010-2020,Summer
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91786,15-20,50-55,2000-2010,Winter
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92377,5-10,50-55,2010-2020,Spring
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91785,25-30,50-55,1980-1990,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91765,5-10,50-55,2010-2020,Summer
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92377,5-10,50-55,2010-2020,Fall
LAVERNE HC RAD ULTRA,"TECHNOLOGIST, ULTRAS",91786,5-10,50-55,2010-2020,Spring
VASCULAR LAB,"TECHNOLOGIST, ULTRAS",92504,15-20,50-55,2000-2010,Spring
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91752,0-5,50-55,2010-2020,Spring
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91791,15-20,50-55,2000-2010,Winter
RAD-ULTRASOUND CHINO,"TECHNOLOGIST, ULTRAS",92821,15-20,50-55,2000-2010,Winter
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92336,0-5,50-55,2010-2020,Winter
BREAST HEALTH CENTER,"TECHNOLOGIST, ULTRAS",91711,10-15,50-55,2000-2010,Fall
MONT ULTRASOUND,"TECHNOLOGIST, ULTRAS",91786,30-35,50-55,1980-1990,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91786,0-5,50-55,2010-2020,Winter
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91730,0-5,35-40,2010-2020,Spring
LAVERNE HC RAD ULTRA,"TECHNOLOGIST, ULTRAS",91791,0-5,50-55,2010-2020,Winter
RAD-ULTRASOUND CHINO,"TECHNOLOGIST, ULTRAS",92880,15-20,50-55,2000-2010,Winter
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92503,10-15,50-55,2000-2010,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",91701,15-20,50-55,2000-2010,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92407,0-5,40-45,2010-2020,Spring
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92880,0-5,45-50,2010-2020,Fall
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",92571,0-5,45-50,2010-2020,Winter
MONT ULTRASOUND,"TECHNOLOGIST, ULTRAS",91784,10-15,50-55,2000-2010,Fall
INFORMATION SERVICES,TELECOMMUNICATIONS T,91730,30-35,40-45,1980-1990,Spring
EMERGENCY DEPT,TEMIS CLERK,92308,5-10,20-25,2010-2020,Spring
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",91762,5-10,60-65,2010-2020,Fall
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",92870,15-20,60-65,2000-2010,Fall
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",92821,0-5,65-70,2010-2020,Spring
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",91786,5-10,65-70,2010-2020,Summer
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",91737,20-25,65-70,1990-2000,Fall
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",92336,15-20,60-65,2000-2010,Fall
RADIATION ONCOLOGY,"THERAPIST II, RADIAT",92880,25-30,75-80,1990-2000,Spring
RADIATION ONCOLOGY,"THERAPIST II, RADIAT",91752,10-15,65-70,2000-2010,Fall
RADIATION ONCOLOGY,"THERAPIST II, RADIAT",91762,25-30,75-80,1990-2000,Summer
OCCUPATIONAL THERAPY,"THERAPIST, CERTIFIED",91709,20-25,65-70,1990-2000,Summer
PHYSICAL THERAPY MON,"THERAPIST, CLINICAL",91711,20-25,60-65,1990-2000,Fall
PHYSICAL THERAPY CHI,"THERAPIST, CLINICAL",91791,10-15,55-60,2000-2010,Winter
PHYSICAL THERAPY,"THERAPIST, CLINICAL",91709,15-20,55-60,2000-2010,Summer
PHYSICAL THERAPY,"THERAPIST, CLINICAL",91767,15-20,55-60,2000-2010,Spring
PHYSICAL THERAPY,"THERAPIST, CLINICAL",91709,5-10,55-60,2010-2020,Fall
OCCUPATIONAL THERAPY,"THERAPIST, OCCUPATIO",91737,15-20,55-60,2000-2010,Summer
PHYSICAL THERAPY CLA,"THERAPIST, OCCUPATIO",91761,5-10,55-60,2010-2020,Fall
PHYSICAL THERAPY CLA,"THERAPIST, OCCUPATIO",91792,5-10,50-55,2010-2020,Spring
OCCUPATIONAL THERAPY,"THERAPIST, OCCUPATIO",91748,0-5,50-55,2010-2020,Summer
PHY THER MILESTONES,"THERAPIST, OCCUPATIO",92336,0-5,40-45,2010-2020,Fall
PHY THER LAVERNE HC,"THERAPIST, OCCUPATIO",91784,0-5,40-45,2010-2020,Fall
PHYSICAL THERAPY CLA,"THERAPIST, OCCUPATIO",92808,15-20,55-60,2000-2010,Spring
PHY THER LAVERNE HC,"THERAPIST, PHYSICAL",91786,15-20,55-60,2000-2010,Spring
PHYSICAL THERAPY,"THERAPIST, PHYSICAL",91710,15-20,55-60,2000-2010,Spring
PHYSICAL THERAPY WES,"THERAPIST, PHYSICAL",91750,15-20,55-60,2000-2010,Fall
PHYSICAL THERAPY WES,"THERAPIST, PHYSICAL",91765,0-5,45-50,2010-2020,Summer
PHYSICAL THERAPY,"THERAPIST, PHYSICAL",91767,15-20,55-60,2000-2010,Summer
PHYSICAL THERAPY CLA,"THERAPIST, PHYSICAL",91739,5-10,50-55,2010-2020,Summer
PHYSICAL THERAPY MON,"THERAPIST, PHYSICAL",91711,35-40,55-60,1980-1990,Fall
PHYSICAL THERAPY MON,"THERAPIST, PHYSICAL",91701,15-20,55-60,2000-2010,Winter
PHY THER MILESTONES,"THERAPIST, PHYSICAL",90638,5-10,55-60,2010-2020,Spring
PHYSICAL THERAPY,"THERAPIST, PHYSICAL",91739,10-15,55-60,2000-2010,Summer
PHYSICAL THERAPY,"THERAPIST, PHYSICAL",92880,5-10,55-60,2010-2020,Spring
PHYSICAL THERAPY,"THERAPIST, PHYSICAL",91710,5-10,55-60,2010-2020,Fall
PHYSICAL THERAPY WES,"THERAPIST, PHYSICAL",91723,15-20,55-60,2000-2010,Summer
